"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
260000000,12,12101,121010000,"260-0000",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク",,"　","（該当なし）",,,,,,,,
260085200,12,12101,121010001,"260-0852",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","青葉町","アオバチョウ",,,,,,,,,
260868200,12,12101,121010001,"260-8682",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","青葉町","アオバチョウ",,,,,,"千葉県立　中央博物館","チバケンリツ　チユウオウハクブツカン","青葉町９５５－２",
260080400,12,12101,121010002,"260-0804",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","赤井町","アカイチョウ",,,,,,,,,
260000200,12,12101,121010003,"260-0002",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","旭町","アサヒチョウ",,,,,,,,,
260085500,12,12101,121010004,"260-0855",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,,,,
260866100,12,12101,121010004,"260-8661",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"財団法人　千葉県文化振興財団","ザイダンホウジン　チバケンブンカシンコウザイダン","市場町１１－２",
260866000,12,12101,121010004,"260-8660",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"千葉県立　中央図書館","チバケンリツ　チユオウトシヨカン","市場町１１－１",
260866300,12,12101,121010004,"260-8663",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"旭建設　株式会社","アサヒケンセツ　カブシキガイシヤ","市場町３－１",
260862900,12,12101,121010004,"260-8629",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"財団法人　千葉県公立学校教職員互助会","ザイダンホウジン　チバケンコウリツガツコウキヨウシヨクインゴジヨカイ","市場町１番１号",
260861900,12,12101,121010004,"260-8619",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"公立学校共済組合　千葉支部","コウリツガツコウキヨウサイクミアイ　チバシブ","市場町１－１",
260866500,12,12101,121010004,"260-8665",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"千葉県病院局","チバケンビヨウインキヨク","市場町１－１",
260866600,12,12101,121010004,"260-8666",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"千葉窯業　株式会社","チバヨウギヨウ　カブシキガイシヤ","市場町３－１",
260866700,12,12101,121010004,"260-8667",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"千葉県","チバケン","市場町１－１",
260866200,12,12101,121010004,"260-8662",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","市場町","イチバチョウ",,,,,,"千葉県教育庁　千葉県教育委員会","チバケンキヨウイクチヨウ　チバケンキヨウイクイインカイ","市場町１－１",
260083300,12,12101,121010005,"260-0833",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","稲荷町","イナリチョウ",,,,,,,,,
260085600,12,12101,121010006,"260-0856",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亥鼻","イノハナ",,,,,,,,,
260867500,12,12101,121010006,"260-8675",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亥鼻","イノハナ",,,,,,"千葉大学　薬学部　（医薬系総合研究棟）","チバダイガク　ヤクガクブ　（イヤクケイソウゴウケンキユウトウ）","亥鼻１丁目８－１",
260867700,12,12101,121010006,"260-8677",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亥鼻","イノハナ",,,,,,"千葉大学医学部附属病院","チバダイガクイガクブフゾクビヨウイン","亥鼻１丁目８－１",
260867100,12,12101,121010006,"260-8671",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亥鼻","イノハナ",,,,,,"千葉大学附属図書館　亥鼻分館","チバダイガクフゾクトシヨカン　イノハナブンカン","亥鼻１丁目８－１",
260867000,12,12101,121010006,"260-8670",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亥鼻","イノハナ",,,,,,"千葉大学　医学部","チバダイガク　イガクブ","亥鼻１丁目８－１",
260867200,12,12101,121010006,"260-8672",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亥鼻","イノハナ",,,,,,"千葉大学　看護学部","チバダイガク　カンゴガクブ","亥鼻１丁目８－１",
260867300,12,12101,121010006,"260-8673",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亥鼻","イノハナ",,,,,,"千葉大学真菌医学研究センター","チバダイガクシンキンイガクケンキユウセンタ－","亥鼻１丁目８－１",
260083400,12,12101,121010007,"260-0834",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","今井","イマイ",,,,,,,,,
260081500,12,12101,121010008,"260-0815",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","今井町","イマイチョウ",,,,,,,,,
260001800,12,12101,121010009,"260-0018",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","院内","インナイ",,,,,,,,,
260857000,12,12101,121010009,"260-8570",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","院内","インナイ",,,,,,"株式会社　内藤商店","カブシキガイシヤ　ナイトウシヨウテン","院内２－１－１５",
260081600,12,12101,121010010,"260-0816",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","鵜の森町","ウノモリチョウ",,,,,,,,,
260081100,12,12101,121010011,"260-0811",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","大森町","オオモリチョウ",,,,,,,,,
260081300,12,12101,121010012,"260-0813",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","生実町","オユミチョウ",,,,,,,,,
260003300,12,12101,121010013,"260-0033",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","春日","カスガ",,,,,,,,,
260085300,12,12101,121010014,"260-0853",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","葛城","カツラギ",,,,,,,,,
260001700,12,12101,121010015,"260-0017",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","要町","カナメチョウ",,,,,,,,,
260858600,12,12101,121010015,"260-8586",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","要町","カナメチョウ",,,,,,"千葉県酒類販売　株式会社","チバケンシユルイハンバイ　カブシキガイシヤ","要町５－７",
260001100,12,12101,121010016,"260-0011",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亀井町","カメイチョウ",,,,,,,,,
260085700,12,12101,121010017,"260-0857",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","亀岡町","カメオカチョウ",,,,,,,,,
260083500,12,12101,121010018,"260-0835",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","川崎町","カワサキチョウ",,,,,,,,,
260080200,12,12101,121010019,"260-0802",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","川戸町","カワドチョウ",,,,,,,,,
260001600,12,12101,121010020,"260-0016",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","栄町","サカエチョウ",,,,,,,,,
260083200,12,12101,121010021,"260-0832",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","寒川町","サムガワチョウ",,,,,,,,,
260082300,12,12101,121010022,"260-0823",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","塩田町","シオダチョウ",,,,,,,,,
260003400,12,12101,121010023,"260-0034",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","汐見丘町","シオミガオカチョウ",,,,,,,,,
260084100,12,12101,121010024,"260-0841",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","白旗","シラハタ",,,,,,,,,
260002100,12,12101,121010025,"260-0021",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新宿","シンジュク",,,,,,,,,
260855800,12,12101,121010025,"260-8558",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新宿","シンジュク",,,,,,"株式会社　関電工　千葉支店","カブシキガイシヤ　カンデンコウ　チバシテン","新宿２丁目１－２４",
260003100,12,12101,121010026,"260-0031",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新千葉","シンチバ",,,,,,,,,
260002700,12,12101,121010027,"260-0027",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新田町","シンデンチョウ",,,,,,,,,
260002800,12,12101,121010028,"260-0028",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新町","シンマチ",,,,,,,,,
260854000,12,12101,121010028,"260-8540",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新町","シンマチ",,,,,,"株式会社　ＮＴＴドコモ　千葉支店","カブシキガイシヤ　エヌテイテイドコモ　チバシテン","新町１０００番地",
260855900,12,12101,121010028,"260-8559",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新町","シンマチ",,,,,,"サンケイリビング新聞社　千葉本部","サンケイリビングシンブンシヤ　チバホンブ","新町３－１３千葉ＴＮビル５Ｆ",
260855700,12,12101,121010028,"260-8557",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新町","シンマチ",,,,,,"株式会社　そごう・西武　そごう千葉店","カブシキガイシヤ　ソゴウ・セイブ　ソゴウチバテン","新町１０００",
260855500,12,12101,121010028,"260-8555",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新町","シンマチ",,,,,,"リコージャパン　株式会社　千葉支社","リコ－ジヤパン　カブシキガイシヤ　チバシシヤ","新町２４－９",
260855400,12,12101,121010028,"260-8554",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新町","シンマチ",,,,,,"株式会社　角川書店クロスメディア","カブシキガイシヤ　カドカワシヨテンクロスメデイア","新町１８－１４千葉新町ビル５階",
260002200,12,12101,121010029,"260-0022",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","神明町","シンメイチョウ",,,,,,,,,
260084300,12,12101,121010030,"260-0843",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","末広","スエヒロ",,,,,,,,,
260082200,12,12101,121010031,"260-0822",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","蘇我","ソガ",,,,,,,,,
260868800,12,12101,121010031,"260-8688",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","蘇我","ソガ",,,,,,"千葉南税務署","チバミナミゼイムシヨ","蘇我５－９－１",
260082201,12,12101,121010032,"260-0822",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","蘇我町","ソガチョウ",,,,,,,,,
260081200,12,12101,121010033,"260-0812",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","大巌寺町","ダイガンジチョウ",,,,,,,,,
260870100,12,12101,121010033,"260-8701",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","大巌寺町","ダイガンジチョウ",,,,,,"淑徳大学　千葉キャンパス","シユクトクダイガク　チバキヤンパス","大巌寺町２００",
260084400,12,12101,121010034,"260-0844",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉寺町","チバデラチョウ",,,,,,,,,
260861800,12,12101,121010034,"260-8618",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉寺町","チバデラチョウ",,,,,,"千葉市ボランティアセンター","チバシボランテイアセンタ－","千葉寺町１２０８－２千葉市ハーモニープラザ内",
260002600,12,12101,121010035,"260-0026",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,,,,
260872000,12,12101,121010035,"260-8720",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"株式会社　千葉銀行","カブシキガイシヤ　チバギンコウ","千葉港１－２",
260872200,12,12101,121010035,"260-8722",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"千葉市役所","チバシヤクシヨ","千葉港１－１",
260850400,12,12101,121010035,"260-8504",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"損害保険ジャパン日本興亜　株式会社","ソンガイホケンジヤパンニツポンコウア　カブシキガイシヤ","千葉港８－４",
260850800,12,12101,121010035,"260-8508",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"社会福祉法人　千葉県社会福祉協議会","シヤカイフクシホウジン　チバケンシヤカイフクシキヨウギカイ","千葉港４－３",
260850900,12,12101,121010035,"260-8509",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"日本赤十字社　千葉県支部","ニホンセキジユウジシヤ　チバケンシブ","千葉港５番７号",
260850500,12,12101,121010035,"260-8505",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"損害保険ジャパン日本興亜　株式会社","ソンガイホケンジヤパンニツポンコウア　カブシキガイシヤ","千葉港８－４",
260851500,12,12101,121010035,"260-8515",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"日産プリンス千葉販売　株式会社","ニツサンプリンスチバハンバイ　カブシキガイシヤ","千葉港３－３６",
260851600,12,12101,121010035,"260-8516",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"株式会社　ＮＴＴドコモ　千葉支店","カブシキガイシヤ　エヌテイテイドコモ　チバシテン","千葉港７－５",
260850700,12,12101,121010035,"260-8507",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"千葉県赤十字血液センター　千葉港事業所","チバケンセキジユウジケツエキセンタ－　チバミナトジギヨウシヨ","千葉港５番７号",
260861000,12,12101,121010035,"260-8610",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","千葉港","チバミナト",,,,,,"日本放送協会　千葉放送局","ニツポンホウソウキヨウカイ　チバホウソウキヨク","千葉港５番１号",
260001300,12,12101,121010036,"260-0013",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,,,,
260873300,12,12101,121010036,"260-8733",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉市中央区役所","チバシチユウオウクヤクシヨ","中央３丁目１０－８",
264864600,12,12101,121010036,"264-8646",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"三菱ＵＦＪ信託銀行　株式会社　千葉支店","ミツビシユ－エフジエイシンタクギンコウ　カブシキガイシヤ　チバシテン","中央３丁目２番１号",
260861200,12,12101,121010036,"260-8612",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉労働局　総務部・労働基準部・職業安定部・雇用均等室","チバロウドウキヨク　ソウムブ・ロウドウキジユンブ・シヨクギヨウアンテイブ・コヨウキントウシツ","中央４丁目１１－１",
260861300,12,12101,121010036,"260-8613",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"株式会社　帝国データバンク　千葉支店","カブシキガイシヤ　テイコクデ－タバンク　チバシテン","中央３丁目１０－６北野京葉ビル２Ｆ",
260862700,12,12101,121010036,"260-8627",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉県学校生活協同組合","チバケンガツコウセイカツキヨウドウクミアイ","中央４丁目１３－１０千葉県教育会館６Ｆ",
260862400,12,12101,121010036,"260-8624",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"株式会社　阪急交通社　国内手続センター","カブシキガイシヤ　ハンキユウコウツウシヤ　コクナイテツヅキセンタ－","中央３丁目９－１６三井生命千葉中央ビル８Ｆ",
260862600,12,12101,121010036,"260-8626",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"株式会社　三井不動産ホテルマネジメント　三井ガーデンホテル千葉","カブシキガイシヤ　ミツイフドウサンホテルマネジメント　ミツイガ－デンホテルチバ","中央１丁目１１－１",
260862500,12,12101,121010036,"260-8625",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉労働局　労働基準部　労災補償課分室","チバロウドウキヨク　ロウドウキジユンブ　ロウサイホシヨウカブンシツ","中央４－１１－１千葉第二地方合同庁舎４階",
260850600,12,12101,121010036,"260-8506",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉労働基準監督署","チバロウドウキジユンカントクシヨ","中央４丁目１１－１千葉第２地方合同庁舎３階",
260862000,12,12101,121010036,"260-8620",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉地方検察庁","チバチホウケンサツチヨウ","中央４丁目１１－１",
260862100,12,12101,121010036,"260-8621",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"住友生命保険　相互会社　千葉支社","スミトモセイメイホケン　ソウゴガイシヤ　チバシシヤ","中央１丁目１番３号住友・りそな千葉ビル６Ｆ",
260862200,12,12101,121010036,"260-8622",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"株式会社　阪急交通社　渡航手続センター","カブシキガイシヤ　ハンキユウコウツウシヤ　トコウテツヅキセンタ－","中央３丁目９－１６三井生命千葉中央ビル８Ｆ",
260850100,12,12101,121010036,"260-8501",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉県信用保証協会","チバケンシンヨウホシヨウキヨウカイ","中央４丁目１７－８",
260851100,12,12101,121010036,"260-8511",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央","チュウオウ",,,,,,"千葉市中央保健福祉センター","チバシチユウオウホケンフクシセンタ－","中央４丁目５－１",
260002400,12,12101,121010037,"260-0024",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央港","チュウオウコウ",,,,,,,,,
260851300,12,12101,121010037,"260-8513",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央港","チュウオウコウ",,,,,,"千葉保護観察所","チバホゴカンサツジヨ","中央港１丁目１１－３",
260851800,12,12101,121010037,"260-8518",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央港","チュウオウコウ",,,,,,"千葉地方法務局","チバチホウホウムキヨク","中央港１丁目１１－３千葉地方合同庁舎",
260851000,12,12101,121010037,"260-8510",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央港","チュウオウコウ",,,,,,"千葉中央警察署","チバチユウオウケイサツシヨ","中央港１丁目１３－１",
260850200,12,12101,121010037,"260-8502",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央港","チュウオウコウ",,,,,,"千葉県市町村職員　共済組合","チバケンシチヨウソンシヨクイン　キヨウサイクミアイ","中央港１丁目１３－３",
260850300,12,12101,121010037,"260-8503",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","中央港","チュウオウコウ",,,,,,"日本年金機構　千葉年金事務所","ニツポンネンキンキコウ　チバネンキンジムシヨ","中央港１－１７－１",
260004200,12,12101,121010038,"260-0042",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","椿森","ツバキモリ",,,,,,,,,
260860600,12,12101,121010038,"260-8606",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","椿森","ツバキモリ",,,,,,"独立行政法人　国立病院機構　千葉医療センター","ドクリツギヨウセイホウジン　コクリツビヨウインキコウ　チバイリヨウセンタ－","椿森４丁目１－２",
260860700,12,12101,121010038,"260-8607",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","椿森","ツバキモリ",,,,,,"財務省　関東財務局　千葉財務事務所","ザイムシヨウ　カントウザイムキヨク　チバザイムジムシヨ","椿森５丁目６－１",
260000300,12,12101,121010039,"260-0003",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","鶴沢町","ツルサワチョウ",,,,,,,,,
260856000,12,12101,121010039,"260-8560",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","鶴沢町","ツルサワチョウ",,,,,,"損害保険ジャパン日本興亜　株式会社","ソンガイホケンジヤパンニツポンコウア　カブシキガイシヤ","鶴沢町２０－１６",
260002300,12,12101,121010040,"260-0023",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","出洲港","デズミナト",,,,,,,,,
260000600,12,12101,121010041,"260-0006",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","道場北","ドウジョウキタ",,,,,,,,,
260000500,12,12101,121010042,"260-0005",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","道場南","ドウジョウミナミ",,,,,,,,,
260002500,12,12101,121010043,"260-0025",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,,,,
260873000,12,12101,121010043,"260-8730",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"千葉市教育委員会","チバシキヨウイクイインカイ","問屋町１－３５千葉サポートサイドタワー１１Ｆ・１２Ｆ",
260852700,12,12101,121010043,"260-8527",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"株式会社　ジャノメククレディア　出光クレジット係","カブシキガイシヤ　ジヤノメクレデイア　イデミツクレジツトガカリ","問屋町１番３５号千葉ポートサイドタワー２０階",
260863700,12,12101,121010043,"260-8637",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"株式会社　大崎コンピュータエンヂニアリング　千葉支店","カブシキガイシヤ　オオサキコンピユ－タエンヂニアリング　チバシテン","問屋町１－３５千葉ポートサイドタワー２３Ｆ",
260852100,12,12101,121010043,"260-8521",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"社会保険診療報酬支払基金　千葉支部","シヤカイホケンシンリヨウホウシユウシハライキキン　チバシブ","問屋町２－１",
260852400,12,12101,121010043,"260-8524",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"福井電機　株式会社","フクイデンキ　カブシキガイシヤ","問屋町１６－３",
260852800,12,12101,121010043,"260-8528",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"株式会社　ジャノメククレディア　データサービス部","カブシキガイシヤ　ジヤノメクレデイア　デ－タサ－ビスブ","問屋町１番３５号千葉ポートサイドタワー２０階",
260853500,12,12101,121010043,"260-8535",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"千葉構内タクシー　株式会社","チバコウナイタクシ－　カブシキガイシヤ","問屋町５－４２",
260853600,12,12101,121010043,"260-8536",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"株式会社　井古田","カブシキガイシヤ　イコタ","問屋町１５－８",
260856400,12,12101,121010043,"260-8564",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"株式会社　千葉薬品","カブシキガイシヤ　チバヤクヒン","問屋町１番３５号ポートサイドタワー２８階",
260853400,12,12101,121010043,"260-8534",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"小林商事　株式会社","コバヤシシヨウジ　カブシキガイシヤ","問屋町１４－２",
260852300,12,12101,121010043,"260-8523",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","問屋町","トンヤチョウ",,,,,,"千葉県自動車税事務所","チバケンジドウシヤゼイジムシヨ","問屋町１－１１",
260085400,12,12101,121010044,"260-0854",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","長洲","ナガズ",,,,,,,,,
260866800,12,12101,121010044,"260-8668",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","長洲","ナガズ",,,,,,"千葉県警察本部","チバケンケイサツホンブ","長洲１丁目９番１号",
260865600,12,12101,121010044,"260-8656",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","長洲","ナガズ",,,,,,"柏戸病院","カシワドビヨウイン","長洲２丁目２１－８",
260082600,12,12101,121010045,"260-0826",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","新浜町","ニイハマチョウ",,,,,,,,,
260080100,12,12101,121010046,"260-0801",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","仁戸名町","ニトナチョウ",,,,,,,,,
260871500,12,12101,121010046,"260-8715",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","仁戸名町","ニトナチョウ",,,,,,"千葉県衛生研究所","チバケンエイセイケンキユウジヨ","仁戸名町６６６－２",
260871700,12,12101,121010046,"260-8717",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","仁戸名町","ニトナチョウ",,,,,,"千葉県がんセンター","チバケンガンセンタ－","仁戸名町６６６－２",
260871000,12,12101,121010046,"260-8710",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","仁戸名町","ニトナチョウ",,,,,,"千葉社会保険病院","チバシヤカイホケンビヨウイン","仁戸名町６８２",
260871200,12,12101,121010046,"260-8712",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","仁戸名町","ニトナチョウ",,,,,,"独立行政法人　国立病院機構　千葉東病院","ドクリツギヨウセイホウジン　コクリツビヨウインキコウ　チバヒガシビヨウイン","仁戸名町６７３番地",
260870300,12,12101,121010046,"260-8703",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","仁戸名町","ニトナチョウ",,,,,,"淑徳大学　看護学部","シユクトクダイガク　カンゴガクブ","仁戸名町６７３",
260003200,12,12101,121010047,"260-0032",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","登戸","ノブト",,,,,,,,,
260853800,12,12101,121010047,"260-8538",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","登戸","ノブト",,,,,,"千葉トヨタ自動車　株式会社","チバトヨタジドウシヤ　カブシキガイシヤ","登戸２丁目２－７",
260856300,12,12101,121010047,"260-8563",1,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","登戸","ノブト",,,,,,"ネッツトヨタ千葉　株式会社","ネツツトヨタチバ　カブシキカイシヤ","登戸２－２－７",
260080300,12,12101,121010048,"260-0803",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","花輪町","ハナワチョウ",,,,,,,,,
260082400,12,12101,121010049,"260-0824",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","浜野町","ハマノチョウ",,,,,,,,,
260004100,12,12101,121010050,"260-0041",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","東千葉","ヒガシチバ",,,,,,,,,
260000400,12,12101,121010051,"260-0004",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","東本町","ヒガシホンチョウ",,,,,,,,,
260001500,12,12101,121010052,"260-0015",0,0,"千葉県","チバケン","千葉市中央区","チバシチュウオウク","富士見","フジミ",,,,,,,,,
