"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
277000800,12,12217,122170074,"277-0008",0,0,"千葉県","チバケン","柏市","カシワシ","戸張","トバリ",,,,,,,,,
277000700,12,12217,122170075,"277-0007",0,0,"千葉県","チバケン","柏市","カシワシ","戸張新田","トバリシンデン",,,,,,,,,
277008100,12,12217,122170076,"277-0081",0,0,"千葉県","チバケン","柏市","カシワシ","富里","トミサト",,,,,,,,,
277085800,12,12217,122170077,"277-0858",0,0,"千葉県","チバケン","柏市","カシワシ","豊上町","トヨガミチョウ",,,,,,,,,
277086300,12,12217,122170078,"277-0863",0,0,"千葉県","チバケン","柏市","カシワシ","豊四季","トヨシキ",,,,,,,,,
277851100,12,12217,122170078,"277-8511",1,0,"千葉県","チバケン","柏市","カシワシ","豊四季","トヨシキ",,,,,,"株式会社　バンダイお客様相談センター","カブシキガイシヤ　バンダイオキヤクサマソウダンセンタ－","豊四季２４１－２２",
277084500,12,12217,122170079,"277-0845",0,0,"千葉県","チバケン","柏市","カシワシ","豊四季台","トヨシキダイ",,,,,,,,,
277007100,12,12217,122170080,"277-0071",0,0,"千葉県","チバケン","柏市","カシワシ","豊住","トヨスミ",,,,,,,,,
277085700,12,12217,122170081,"277-0857",0,0,"千葉県","チバケン","柏市","カシワシ","豊平町","トヨヒラチョウ",,,,,,,,,
277087200,12,12217,122170082,"277-0872",0,0,"千葉県","チバケン","柏市","カシワシ","十余二","トヨフタ",,,,,,,,,
277853100,12,12217,122170082,"277-8531",1,0,"千葉県","チバケン","柏市","カシワシ","十余二","トヨフタ",,,,,,"株式会社　ＤＮＰテクノフィルム","カブシキガイシヤ　デイ－エヌピ－テクノフイルム","十余二赤坂台４０９",
277855600,12,12217,122170082,"277-8556",1,0,"千葉県","チバケン","柏市","カシワシ","十余二","トヨフタ",,,,,,"昭和ゴム　株式会社","シヨウワゴム　カブシキガイシヤ","十余二３４８",
277855700,12,12217,122170082,"277-8557",1,0,"千葉県","チバケン","柏市","カシワシ","十余二","トヨフタ",,,,,,"パウダーテック　株式会社","パウダ－テツク　カブシキガイシヤ","十余二２１７",
277856500,12,12217,122170082,"277-8565",1,0,"千葉県","チバケン","柏市","カシワシ","十余二","トヨフタ",,,,,,"株式会社　ＤＮＰテクノポリマー","カブシキガイシヤ　デイ－エヌピ－テクノポリマ－","十余二４０９",
277006600,12,12217,122170083,"277-0066",0,0,"千葉県","チバケン","柏市","カシワシ","中新宿","ナカシンジュク",,,,,,,,,
277087300,12,12217,122170084,"277-0873",0,0,"千葉県","チバケン","柏市","カシワシ","中十余二","ナカトヨフタ",,,,,,,,,
277008500,12,12217,122170085,"277-0085",0,0,"千葉県","チバケン","柏市","カシワシ","中原","ナカハラ",,,,,,,,,
277003200,12,12217,122170086,"277-0032",0,0,"千葉県","チバケン","柏市","カシワシ","名戸ケ谷","ナドガヤ",,,,,,,,,
277088600,12,12217,122170087,"277-0886",0,0,"千葉県","チバケン","柏市","カシワシ","西柏台","ニシカシワダイ",,,,,,,,,
277084400,12,12217,122170088,"277-0844",0,0,"千葉県","チバケン","柏市","カシワシ","西町","ニシチョウ",,,,,,,,,
277088500,12,12217,122170089,"277-0885",0,0,"千葉県","チバケン","柏市","カシワシ","西原","ニシハラ",,,,,,,,,
277006300,12,12217,122170090,"277-0063",0,0,"千葉県","チバケン","柏市","カシワシ","西山","ニシヤマ",,,,,,,,,
277083100,12,12217,122170091,"277-0831",0,0,"千葉県","チバケン","柏市","カシワシ","根戸","ネド",,,,,,,,,
277858600,12,12217,122170091,"277-8586",1,0,"千葉県","チバケン","柏市","カシワシ","根戸","ネド",,,,,,"伊藤ハム　株式会社　東京工場","イトウハム　カブシキガイシヤ　トウキヨウコウジヨウ","根戸１－３",
277083300,12,12217,122170092,"277-0833",0,0,"千葉県","チバケン","柏市","カシワシ","根戸新田","ネドシンデン",,,,,,,,,
277001600,12,12217,122170093,"277-0016",0,0,"千葉県","チバケン","柏市","カシワシ","八幡町","ハチマンチョウ",,,,,,,,,
277081200,12,12217,122170094,"277-0812",0,0,"千葉県","チバケン","柏市","カシワシ","花野井","ハナノイ",,,,,,,,,
277001700,12,12217,122170095,"277-0017",0,0,"千葉県","チバケン","柏市","カシワシ","東柏","ヒガシカシワ",,,,,,,,,
277004500,12,12217,122170096,"277-0045",0,0,"千葉県","チバケン","柏市","カシワシ","東逆井","ヒガシサカサイ",,,,,,,,,
277006100,12,12217,122170097,"277-0061",0,0,"千葉県","チバケン","柏市","カシワシ","東中新宿","ヒガシナカシンジュク",,,,,,,,,
277006400,12,12217,122170098,"277-0064",0,0,"千葉県","チバケン","柏市","カシワシ","東山","ヒガシヤマ",,,,,,,,,
277006500,12,12217,122170099,"277-0065",0,0,"千葉県","チバケン","柏市","カシワシ","光ケ丘","ヒカリガオカ",,,,,,,,,
277868600,12,12217,122170099,"277-8686",1,0,"千葉県","チバケン","柏市","カシワシ","光ケ丘","ヒカリガオカ",,,,,,"学校法人　廣池学園","ガツコウホウジン　ヒロイケガクエン","光ケ丘２丁目１－１",
277865400,12,12217,122170099,"277-8654",1,0,"千葉県","チバケン","柏市","カシワシ","光ケ丘","ヒカリガオカ",,,,,,"財団法人　モラロジー研究所","ザイダンホウジン　モラロジ－ケンキユウジヨ","光ケ丘２丁目１－１",
277006200,12,12217,122170100,"277-0062",0,0,"千葉県","チバケン","柏市","カシワシ","光ケ丘団地","ヒカリガオカダンチ",,,,,,,,,
277008300,12,12217,122170101,"277-0083",0,0,"千葉県","チバケン","柏市","カシワシ","日立台","ヒタチダイ",,,,,,,,,
277008800,12,12217,122170102,"277-0088",0,0,"千葉県","チバケン","柏市","カシワシ","ひばりが丘","ヒバリガオカ",,,,,,,,,
277093100,12,12217,122170103,"277-0931",0,0,"千葉県","チバケン","柏市","カシワシ","藤ケ谷","フジガヤ",,,,,,,,,
277866100,12,12217,122170103,"277-8661",1,0,"千葉県","チバケン","柏市","カシワシ","藤ケ谷","フジガヤ",,,,,,"下総航空基地","シモフサコウクウキチ","藤ケ谷",
277093200,12,12217,122170104,"277-0932",0,0,"千葉県","チバケン","柏市","カシワシ","藤ケ谷新田","フジガヤシンデン",,,,,,,,,
277003400,12,12217,122170105,"277-0034",0,0,"千葉県","チバケン","柏市","カシワシ","藤心","フジゴコロ",,,,,,,,,
277082500,12,12217,122170106,"277-0825",0,0,"千葉県","チバケン","柏市","カシワシ","布施","フセ",,,,,,,,,
270146400,12,12217,122170107,"270-1464",0,0,"千葉県","チバケン","柏市","カシワシ","布瀬","フゼ",,,,,,,,,
277082200,12,12217,122170108,"277-0822",0,0,"千葉県","チバケン","柏市","カシワシ","布施下","フセシタ",,,,,,,,,
277082400,12,12217,122170109,"277-0824",0,0,"千葉県","チバケン","柏市","カシワシ","布施新田","フセシンデン",,,,,,,,,
270146300,12,12217,122170110,"270-1463",0,0,"千葉県","チバケン","柏市","カシワシ","布瀬新田","フゼシンデン",,,,,,,,,
277082300,12,12217,122170111,"277-0823",0,0,"千葉県","チバケン","柏市","カシワシ","布施新町","フセシンマチ",,,,,,,,,
277080200,12,12217,122170112,"277-0802",0,0,"千葉県","チバケン","柏市","カシワシ","船戸","フナト",,,,,,,,,
277080100,12,12217,122170113,"277-0801",0,0,"千葉県","チバケン","柏市","カシワシ","船戸山高野","フナトヤマゴウヤ",,,,,,,,,
277082100,12,12217,122170114,"277-0821",0,0,"千葉県","チバケン","柏市","カシワシ","弁天下","ベンテンシタ",,,,,,,,,
277003300,12,12217,122170115,"277-0033",0,0,"千葉県","チバケン","柏市","カシワシ","増尾","マスオ",,,,,,,,,
277005200,12,12217,122170116,"277-0052",0,0,"千葉県","チバケン","柏市","カシワシ","増尾台","マスオダイ",,,,,,,,,
277083500,12,12217,122170117,"277-0835",0,0,"千葉県","チバケン","柏市","カシワシ","松ケ崎","マツガサキ",,,,,,,,,
277855400,12,12217,122170117,"277-8554",1,0,"千葉県","チバケン","柏市","カシワシ","松ケ崎","マツガサキ",,,,,,"柏警察署","カシワケイサツシヨ","松ケ崎７２２－１",
277083400,12,12217,122170118,"277-0834",0,0,"千葉県","チバケン","柏市","カシワシ","松ケ崎新田","マツガサキシンデン",,,,,,,,,
277082700,12,12217,122170119,"277-0827",0,0,"千葉県","チバケン","柏市","カシワシ","松葉町","マツバチョウ",,,,,,,,,
277008200,12,12217,122170120,"277-0082",0,0,"千葉県","チバケン","柏市","カシワシ","緑ケ丘","ミドリガオカ",,,,,,,,,
277088400,12,12217,122170121,"277-0884",0,0,"千葉県","チバケン","柏市","カシワシ","みどり台","ミドリダイ",,,,,,,,,
277090300,12,12217,122170122,"277-0903",0,0,"千葉県","チバケン","柏市","カシワシ","緑台","ミドリダイ",,,,,,,,,
277085500,12,12217,122170123,"277-0855",0,0,"千葉県","チバケン","柏市","カシワシ","南柏","ミナミカシワ",,,,,,,,,
277007500,12,12217,122170124,"277-0075",0,0,"千葉県","チバケン","柏市","カシワシ","南柏中央","ミナミカシワチュウオウ",,,,,,,,,
277004300,12,12217,122170125,"277-0043",0,0,"千葉県","チバケン","柏市","カシワシ","南逆井","ミナミサカサイ",,,,,,,,,
277094400,12,12217,122170126,"277-0944",0,0,"千葉県","チバケン","柏市","カシワシ","南高柳","ミナミタカヤナギ",,,,,,,,,
277005400,12,12217,122170127,"277-0054",0,0,"千葉県","チバケン","柏市","カシワシ","南増尾","ミナミマスオ",,,,,,,,,
277091200,12,12217,122170128,"277-0912",0,0,"千葉県","チバケン","柏市","カシワシ","箕輪","ミノワ",,,,,,,,,
277091100,12,12217,122170129,"277-0911",0,0,"千葉県","チバケン","柏市","カシワシ","箕輪新田","ミノワシンデン",,,,,,,,,
277085100,12,12217,122170130,"277-0851",0,0,"千葉県","チバケン","柏市","カシワシ","向原町","ムカイハラチョウ",,,,,,,,,
270145400,12,12217,122170131,"270-1454",0,0,"千葉県","チバケン","柏市","カシワシ","柳戸","ヤナド",,,,,,,,,
277001500,12,12217,122170132,"277-0015",0,0,"千葉県","チバケン","柏市","カシワシ","弥生町","ヤヨイチョウ",,,,,,,,,
277085400,12,12217,122170133,"277-0854",0,0,"千葉県","チバケン","柏市","カシワシ","豊町","ユタカチョウ",,,,,,,,,
277085300,12,12217,122170134,"277-0853",0,0,"千葉県","チバケン","柏市","カシワシ","吉野沢","ヨシノザワ",,,,,,,,,
277000200,12,12217,122170135,"277-0002",0,0,"千葉県","チバケン","柏市","カシワシ","呼塚","ヨバツカ",,,,,,,,,
277000100,12,12217,122170136,"277-0001",0,0,"千葉県","チバケン","柏市","カシワシ","呼塚新田","ヨバツカシンデン",,,,,,,,,
277087100,12,12217,122170137,"277-0871",0,0,"千葉県","チバケン","柏市","カシワシ","若柴","ワカシバ",,,,,,,,,
277852000,12,12217,122170137,"277-8520",1,0,"千葉県","チバケン","柏市","カシワシ","若柴","ワカシバ",,,,,,"ＫＯＩＬパーク","コイルパ－ク","若柴１７８番地４柏の葉キャンパス１４８街区２",
277851900,12,12217,122170137,"277-8519",1,0,"千葉県","チバケン","柏市","カシワシ","若柴","ワカシバ",,,,,,"ＫＯＩＬ　ららぽーと柏の葉・北館","コイル　ララポ－トカシワノハ・キタカン","若柴１７８番地４柏の葉キャンパス１４８街区２",
277851800,12,12217,122170137,"277-8518",1,0,"千葉県","チバケン","柏市","カシワシ","若柴","ワカシバ",,,,,,"ららぽーと　柏の葉","ララポ－ト　カシワノハ","若柴１７５",
270144400,12,12217,122170138,"270-1444",0,0,"千葉県","チバケン","柏市","カシワシ","若白毛","ワカシラガ",,,,,,,,,
277002400,12,12217,122170139,"277-0024",0,0,"千葉県","チバケン","柏市","カシワシ","若葉町","ワカバチョウ",,,,,,,,,
270144300,12,12217,122170140,"270-1443",0,0,"千葉県","チバケン","柏市","カシワシ","鷲野谷","ワシノヤ",,,,,,,,,
270144100,12,12217,122170141,"270-1441",0,0,"千葉県","チバケン","柏市","カシワシ","鷲野谷新田","ワシノヤシンデン",,,,,,,,,
299520000,12,12218,122180000,"299-5200",0,0,"千葉県","チバケン","勝浦市","カツウラシ",,"　","（該当なし）",,,,,,,,
299526300,12,12218,122180001,"299-5263",0,0,"千葉県","チバケン","勝浦市","カツウラシ","赤羽根","アカバネ",,,,,,,,,
299527300,12,12218,122180002,"299-5273",0,0,"千葉県","チバケン","勝浦市","カツウラシ","荒川","アラカワ",,,,,,,,,
299520200,12,12218,122180003,"299-5202",0,0,"千葉県","チバケン","勝浦市","カツウラシ","市野川","イチノカワ",,,,,,,,,
299520100,12,12218,122180004,"299-5201",0,0,"千葉県","チバケン","勝浦市","カツウラシ","市野郷","イチノゴウ",,,,,,,,,
299523500,12,12218,122180005,"299-5235",0,0,"千葉県","チバケン","勝浦市","カツウラシ","出水","イデミズ",,,,,,,,,
299526600,12,12218,122180006,"299-5266",0,0,"千葉県","チバケン","勝浦市","カツウラシ","上野","ウエノ",,,,,,,,,
299526500,12,12218,122180007,"299-5265",0,0,"千葉県","チバケン","勝浦市","カツウラシ","植野","ウエノ",,,,,,,,,
299526700,12,12218,122180051,"299-5267",0,0,"千葉県","チバケン","勝浦市","カツウラシ","植野元宮田","ウエノモトミヤタ",,,,,,,,,
299524300,12,12218,122180008,"299-5243",0,0,"千葉県","チバケン","勝浦市","カツウラシ","鵜原","ウバラ",,,,,,,,,
299521700,12,12218,122180009,"299-5217",0,0,"千葉県","チバケン","勝浦市","カツウラシ","大楠","オオクス",,,,,,,,,
299525600,12,12218,122180010,"299-5256",0,0,"千葉県","チバケン","勝浦市","カツウラシ","大沢","オオサワ",,,,,,,,,
299526100,12,12218,122180011,"299-5261",0,0,"千葉県","チバケン","勝浦市","カツウラシ","大森","オオモリ",,,,,,,,,
299525100,12,12218,122180012,"299-5251",0,0,"千葉県","チバケン","勝浦市","カツウラシ","大森上植野入会地","オオモリカミウエノイリアイチ",,,,,,,,,
299524500,12,12218,122180013,"299-5245",0,0,"千葉県","チバケン","勝浦市","カツウラシ","興津","オキツ",,,,,,,,,
299524600,12,12218,122180014,"299-5246",0,0,"千葉県","チバケン","勝浦市","カツウラシ","興津久保山台","オキツクボヤマダイ",,,,,,,,,
299527200,12,12218,122180015,"299-5272",0,0,"千葉県","チバケン","勝浦市","カツウラシ","貝掛","カイガケ",,,,,,,,,
299523400,12,12218,122180016,"299-5234",0,0,"千葉県","チバケン","勝浦市","カツウラシ","勝浦","カツウラ",,,,,,,,,
299521200,12,12218,122180017,"299-5212",0,0,"千葉県","チバケン","勝浦市","カツウラシ","蟹田","カニタ",,,,,,,,,
299525200,12,12218,122180018,"299-5252",0,0,"千葉県","チバケン","勝浦市","カツウラシ","上植野","カミウエノ",,,,,,,,,
299523200,12,12218,122180019,"299-5232",0,0,"千葉県","チバケン","勝浦市","カツウラシ","川津","カワヅ",,,,,,,,,
299522600,12,12218,122180020,"299-5226",0,0,"千葉県","チバケン","勝浦市","カツウラシ","串浜","クシハマ",,,,,,,,,
299521800,12,12218,122180021,"299-5218",0,0,"千葉県","チバケン","勝浦市","カツウラシ","小羽戸","コバド",,,,,,,,,
299521900,12,12218,122180022,"299-5219",0,0,"千葉県","チバケン","勝浦市","カツウラシ","小松野","コマツノ",,,,,,,,,
299520600,12,12218,122180023,"299-5206",0,0,"千葉県","チバケン","勝浦市","カツウラシ","佐野","サノ",,,,,,,,,
299523100,12,12218,122180024,"299-5231",0,0,"千葉県","チバケン","勝浦市","カツウラシ","沢倉","サワクラ",,,,,,,,,
299521600,12,12218,122180025,"299-5216",0,0,"千葉県","チバケン","勝浦市","カツウラシ","宿戸","シュクド",,,,,,,,,
299521500,12,12218,122180026,"299-5215",0,0,"千葉県","チバケン","勝浦市","カツウラシ","白井久保","シライクボ",,,,,,,,,
299521400,12,12218,122180027,"299-5214",0,0,"千葉県","チバケン","勝浦市","カツウラシ","白木","シラキ",,,,,,,,,
299522400,12,12218,122180028,"299-5224",0,0,"千葉県","チバケン","勝浦市","カツウラシ","新官","シンカン",,,,,,,,,
299529500,12,12218,122180028,"299-5295",1,0,"千葉県","チバケン","勝浦市","カツウラシ","新官","シンカン",,,,,,"国際武道大学","コクサイブドウダイガク","新官８４１",
299529200,12,12218,122180028,"299-5292",1,0,"千葉県","チバケン","勝浦市","カツウラシ","新官","シンカン",,,,,,"勝浦市役所","カツウラシヤクシヨ","新官１３４３－１",
299522800,12,12218,122180029,"299-5228",0,0,"千葉県","チバケン","勝浦市","カツウラシ","新戸","シンド",,,,,,,,,
299520500,12,12218,122180030,"299-5205",0,0,"千葉県","チバケン","勝浦市","カツウラシ","杉戸","スギド",,,,,,,,,
299522200,12,12218,122180031,"299-5222",0,0,"千葉県","チバケン","勝浦市","カツウラシ","関谷","セキヤツ",,,,,,,,,
299525400,12,12218,122180032,"299-5254",0,0,"千葉県","チバケン","勝浦市","カツウラシ","台宿","ダイジュク",,,,,,,,,
299522500,12,12218,122180033,"299-5225",0,0,"千葉県","チバケン","勝浦市","カツウラシ","墨名","トナ",,,,,,,,,
299520400,12,12218,122180034,"299-5204",0,0,"千葉県","チバケン","勝浦市","カツウラシ","中倉","ナカグラ",,,,,,,,,
299526200,12,12218,122180035,"299-5262",0,0,"千葉県","チバケン","勝浦市","カツウラシ","中里","ナカザト",,,,,,,,,
299526400,12,12218,122180036,"299-5264",0,0,"千葉県","チバケン","勝浦市","カツウラシ","中島","ナカジマ",,,,,,,,,
299522700,12,12218,122180037,"299-5227",0,0,"千葉県","チバケン","勝浦市","カツウラシ","中谷","ナカヤ",,,,,,,,,
299525300,12,12218,122180038,"299-5253",0,0,"千葉県","チバケン","勝浦市","カツウラシ","名木","ナギ",,,,,,,,,
299521300,12,12218,122180039,"299-5213",0,0,"千葉県","チバケン","勝浦市","カツウラシ","芳賀","ハガ",,,,,,,,,
299520300,12,12218,122180040,"299-5203",0,0,"千葉県","チバケン","勝浦市","カツウラシ","花里","ハナザト",,,,,,,,,
299523300,12,12218,122180041,"299-5233",0,0,"千葉県","チバケン","勝浦市","カツウラシ","浜勝浦","ハマカツウラ",,,,,,,,,
299525500,12,12218,122180042,"299-5255",0,0,"千葉県","チバケン","勝浦市","カツウラシ","浜行川","ハマナメガワ",,,,,,,,,
299522100,12,12218,122180043,"299-5221",0,0,"千葉県","チバケン","勝浦市","カツウラシ","平田","ヒラタ",,,,,,,,,
299522300,12,12218,122180044,"299-5223",0,0,"千葉県","チバケン","勝浦市","カツウラシ","部原","ヘバラ",,,,,,,,,
299527100,12,12218,122180045,"299-5271",0,0,"千葉県","チバケン","勝浦市","カツウラシ","法花","ホウゲ",,,,,,,,,
299521100,12,12218,122180046,"299-5211",0,0,"千葉県","チバケン","勝浦市","カツウラシ","松野","マツノ",,,,,,,,,
299524100,12,12218,122180047,"299-5241",0,0,"千葉県","チバケン","勝浦市","カツウラシ","松部","マツベ",,,,,,,,,
299527400,12,12218,122180048,"299-5274",0,0,"千葉県","チバケン","勝浦市","カツウラシ","南山田","ミナミヤマダ",,,,,,,,,
299524400,12,12218,122180049,"299-5244",0,0,"千葉県","チバケン","勝浦市","カツウラシ","守谷","モリヤ",,,,,,,,,
299524200,12,12218,122180050,"299-5242",0,0,"千葉県","チバケン","勝浦市","カツウラシ","吉尾","ヨシオ",,,,,,,,,
290000000,12,12219,122190000,"290-0000",0,0,"千葉県","チバケン","市原市","イチハラシ",,"　","（該当なし）",,,,,,,,
290025200,12,12219,122190001,"290-0252",0,0,"千葉県","チバケン","市原市","イチハラシ","相川","アイカワ",,,,,,,,,
299011700,12,12219,122190002,"299-0117",0,0,"千葉県","チバケン","市原市","イチハラシ","青葉台","アオバダイ",,,,,,,,,
299010200,12,12219,122190003,"299-0102",0,0,"千葉県","チバケン","市原市","イチハラシ","青柳","アオヤギ",,,,,,,,,
299010300,12,12219,122190004,"299-0103",0,0,"千葉県","チバケン","市原市","イチハラシ","青柳海岸","アオヤギカイガン",,,,,,,,,
299010100,12,12219,122190005,"299-0101",0,0,"千葉県","チバケン","市原市","イチハラシ","青柳北","アオヤギキタ",,,,,,,,,
290050900,12,12219,122190006,"290-0509",0,0,"千葉県","チバケン","市原市","イチハラシ","安久谷","アクヤ",,,,,,,,,
290025100,12,12219,122190007,"290-0251",0,0,"千葉県","チバケン","市原市","イチハラシ","浅井小向","アサイコムカイ",,,,,,,,,
290006300,12,12219,122190008,"290-0063",0,0,"千葉県","チバケン","市原市","イチハラシ","旭五所","アサヒゴショ",,,,,,,,,
290025300,12,12219,122190009,"290-0253",0,0,"千葉県","チバケン","市原市","イチハラシ","安須","アズ",,,,,,,,,
290053500,12,12219,122190010,"290-0535",0,0,"千葉県","チバケン","市原市","イチハラシ","朝生原","アソウバラ",,,,,,,,,
299011100,12,12219,122190011,"299-0111",0,0,"千葉県","チバケン","市原市","イチハラシ","姉崎","アネサキ",,,,,,,,,
299010700,12,12219,122190012,"299-0107",0,0,"千葉県","チバケン","市原市","イチハラシ","姉崎海岸","アネサキカイガン",,,,,,,,,
299019200,12,12219,122190012,"299-0192",1,0,"千葉県","チバケン","市原市","イチハラシ","姉崎海岸","アネサキカイガン",,,,,,"出光興産　株式会社　千葉製油所","イデミツコウサン　カブシキガイシヤ　チバセイユジヨ","姉崎海岸２－１",
299019800,12,12219,122190012,"299-0198",1,0,"千葉県","チバケン","市原市","イチハラシ","姉崎海岸","アネサキカイガン",,,,,,"出光千葉建設保全協力会センター","イデミツチバケンセツホゼンキヨウリヨクカイセンタ－","姉崎海岸１－３",
299019500,12,12219,122190012,"299-0195",1,0,"千葉県","チバケン","市原市","イチハラシ","姉崎海岸","アネサキカイガン",,,,,,"住友化学工業　株式会社　千葉工場","スミトモカガクコウギヨウ　カブシキガイシヤ　チバコウジヨウ","姉崎海岸５－１",
299019400,12,12219,122190012,"299-0194",1,0,"千葉県","チバケン","市原市","イチハラシ","姉崎海岸","アネサキカイガン",,,,,,"出光エンジニアリング　株式会社　千葉事業所","イデミツエンジニアリング　カブシキガイシヤ　チバジギヨウシヨ","姉崎海岸２－１",
299019300,12,12219,122190012,"299-0193",1,0,"千葉県","チバケン","市原市","イチハラシ","姉崎海岸","アネサキカイガン",,,,,,"出光石油化学　株式会社　千葉工場","イデミツセキユカガク　カブシキガイシヤ　チバコウジヨウ","姉崎海岸１－１",
299011900,12,12219,122190219,"299-0119",0,0,"千葉県","チバケン","市原市","イチハラシ","姉崎西","アネサキニシ",,,,,,,,,
290020700,12,12219,122190013,"290-0207",0,0,"千葉県","チバケン","市原市","イチハラシ","海士有木","アマアリキ",,,,,,,,,
299012600,12,12219,122190014,"299-0126",0,0,"千葉県","チバケン","市原市","イチハラシ","天羽田","アモウダ",,,,,,,,,
290052200,12,12219,122190015,"290-0522",0,0,"千葉県","チバケン","市原市","イチハラシ","新井","アライ",,,,,,,,,
290025700,12,12219,122190016,"290-0257",0,0,"千葉県","チバケン","市原市","イチハラシ","新生","アラオイ",,,,,,,,,
290021200,12,12219,122190017,"290-0212",0,0,"千葉県","チバケン","市原市","イチハラシ","新巻","アラマキ",,,,,,,,,
290003700,12,12219,122190018,"290-0037",0,0,"千葉県","チバケン","市原市","イチハラシ","飯沼","イイヌマ",,,,,,,,,
290051600,12,12219,122190019,"290-0516",0,0,"千葉県","チバケン","市原市","イチハラシ","池和田","イケワダ",,,,,,,,,
290053400,12,12219,122190020,"290-0534",0,0,"千葉県","チバケン","市原市","イチハラシ","石神","イシガミ",,,,,,,,,
290051100,12,12219,122190021,"290-0511",0,0,"千葉県","チバケン","市原市","イチハラシ","石川","イシカワ",,,,,,,,,
290053700,12,12219,122190022,"290-0537",0,0,"千葉県","チバケン","市原市","イチハラシ","石塚","イシヅカ",,,,,,,,,
299011400,12,12219,122190023,"299-0114",0,0,"千葉県","チバケン","市原市","イチハラシ","泉台","イズミダイ",,,,,,,,,
290020400,12,12219,122190024,"290-0204",0,0,"千葉県","チバケン","市原市","イチハラシ","磯ケ谷","イソガヤ",,,,,,,,,
290054300,12,12219,122190025,"290-0543",0,0,"千葉県","チバケン","市原市","イチハラシ","飯給","イタブ",,,,,,,,,
290050500,12,12219,122190026,"290-0505",0,0,"千葉県","チバケン","市原市","イチハラシ","市場","イチバ",,,,,,,,,
290001500,12,12219,122190027,"290-0015",0,0,"千葉県","チバケン","市原市","イチハラシ","市原","イチハラ",,,,,,,,,
290026200,12,12219,122190028,"290-0262",0,0,"千葉県","チバケン","市原市","イチハラシ","糸久","イトヒサ",,,,,,,,,
290016600,12,12219,122190029,"290-0166",0,0,"千葉県","チバケン","市原市","イチハラシ","犬成","イヌナリ",,,,,,,,,
299010600,12,12219,122190030,"299-0106",0,0,"千葉県","チバケン","市原市","イチハラシ","今津朝山","イマヅアサヤマ",,,,,,,,,
290026500,12,12219,122190031,"290-0265",0,0,"千葉県","チバケン","市原市","イチハラシ","今富","イマドミ",,,,,,,,,
299011500,12,12219,122190032,"299-0115",0,0,"千葉県","チバケン","市原市","イチハラシ","不入斗","イリヤマズ",,,,,,,,,
290022800,12,12219,122190033,"290-0228",0,0,"千葉県","チバケン","市原市","イチハラシ","岩","イワ",,,,,,,,,
290004700,12,12219,122190034,"290-0047",0,0,"千葉県","チバケン","市原市","イチハラシ","岩崎","イワサキ",,,,,,,,,
290004600,12,12219,122190035,"290-0046",0,0,"千葉県","チバケン","市原市","イチハラシ","岩崎西","イワサキニシ",,,,,,,,,
290005200,12,12219,122190036,"290-0052",0,0,"千葉県","チバケン","市原市","イチハラシ","岩野見","イワノミ",,,,,,,,,
290022200,12,12219,122190037,"290-0222",0,0,"千葉県","チバケン","市原市","イチハラシ","上原","ウエハラ",,,,,,,,,
290022500,12,12219,122190038,"290-0225",0,0,"千葉県","チバケン","市原市","イチハラシ","牛久","ウシク",,,,,,,,,
290022100,12,12219,122190039,"290-0221",0,0,"千葉県","チバケン","市原市","イチハラシ","馬立","ウマタテ",,,,,,,,,
290017100,12,12219,122190040,"290-0171",0,0,"千葉県","チバケン","市原市","イチハラシ","潤井戸","ウルイド",,,,,,,,,
290019300,12,12219,122190040,"290-0193",1,0,"千葉県","チバケン","市原市","イチハラシ","潤井戸","ウルイド",,,,,,"帝京平成大学","テイキヨウヘイセイダイガク","潤井戸２２８９－２３",
290017000,12,12219,122190217,"290-0170",0,0,"千葉県","チバケン","市原市","イチハラシ","うるいど南","ウルイドミナミ",,,,,,,,,
290050800,12,12219,122190041,"290-0508",0,0,"千葉県","チバケン","市原市","イチハラシ","江子田","エゴダ",,,,,,,,,
290021100,12,12219,122190042,"290-0211",0,0,"千葉県","チバケン","市原市","イチハラシ","大桶","オオオケ",,,,,,,,,
290053200,12,12219,122190043,"290-0532",0,0,"千葉県","チバケン","市原市","イチハラシ","大久保","オオクボ",,,,,,,,,
290023400,12,12219,122190044,"290-0234",0,0,"千葉県","チバケン","市原市","イチハラシ","大蔵","オオクラ",,,,,,,,,
290017200,12,12219,122190045,"290-0172",0,0,"千葉県","チバケン","市原市","イチハラシ","大作","オオサク",,,,,,,,,
290020800,12,12219,122190046,"290-0208",0,0,"千葉県","チバケン","市原市","イチハラシ","大坪","オオツボ",,,,,,,,,
290054200,12,12219,122190047,"290-0542",0,0,"千葉県","チバケン","市原市","イチハラシ","大戸","オオト",,,,,,,,,
290000200,12,12219,122190048,"290-0002",0,0,"千葉県","チバケン","市原市","イチハラシ","大厩","オオマヤ",,,,,,,,,
290055300,12,12219,122190049,"290-0553",0,0,"千葉県","チバケン","市原市","イチハラシ","大和田","オオワダ",,,,,,,,,
290017700,12,12219,122190050,"290-0177",0,0,"千葉県","チバケン","市原市","イチハラシ","荻作","オギサク",,,,,,,,,
